Observation_id,Satellite,Station,Status,Status_Message,Transmitter,Frequency,Mode,Metadata,Downloads,Waterfall_Status,Polar_Plot,demods,waterfall_location,status
6375914,44352  - ARMADILLO,Anton Janovsky,Bad,-100,"GFSK
            19200","437,522,700Hz",,,"{'audio': 'https://archive.org/download/satnogs-observations-006370001-006380000/satnogs-observations-006375001-006376000.zip/satnogs_6375914_2022-08-24T17-19-02.ogg', 'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/8/24/17/6375914/waterfall_6375914_2022-08-24T17-19-02.png', 'waterfall_hash_name': '/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/918579cdd35e2bd1046c130b650dd11f974d09f44b34bc918392d8f06c0de180', 'waterfall_shape': [1542, 623]}",Without Signal,"{'tle1': '1 44352U 19036P   22235.57470645  .07138579 -77535-5  64136-3 0  9995', 'tle2': '2 44352  28.5105 336.1771 0006849 149.9999 210.1018 16.37770087175930', 'timeframe-start': '2022-08-24T17:19:02+00:00', 'timeframe-end': '2022-08-24T17:22:20+00:00', 'groundstation-lat': '-26.285298', 'groundstation-lon': '28.070619', 'groundstation-alt': '1700'}",[],/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/918579cdd35e2bd1046c130b650dd11f974d09f44b34bc918392d8f06c0de180,0
5539816,44352  - ARMADILLO,Alex DD1ALX,Bad,-100,"GFSK
            19200","437,522,700Hz",,,"{'audio': 'https://archive.org/download/satnogs-observations-005530001-005540000/satnogs-observations-005539001-005540000.zip/satnogs_5539816_2022-02-27T05-10-20.ogg', 'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/2/27/5/5539816/waterfall_5539816_2022-02-27T05-10-20.png', 'waterfall_hash_name': '/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/3d0c854c719ae05cb2b3799768da48e70fb967cbbdb7a75a75f7e92d1137cfe2', 'waterfall_shape': [1542, 623]}",Without Signal,"{'tle1': '1 44352U 19036P   22057.62173088  .00077862 -51417-5  69601-3 0  9997', 'tle2': '2 44352  28.5268 180.6951 0218398 236.0654 121.9004 15.41936903147996', 'timeframe-start': '2022-02-27T05:10:20+00:00', 'timeframe-end': '2022-02-27T05:17:44+00:00', 'groundstation-lat': '47.807', 'groundstation-lon': '9.633', 'groundstation-alt': '450'}",[],/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/3d0c854c719ae05cb2b3799768da48e70fb967cbbdb7a75a75f7e92d1137cfe2,0
5579574,44352  - ARMADILLO,John Trolinger N5ZKK,Good,100,"GFSK
            19200","437,522,700Hz",,,"{'audio': 'https://archive.org/download/satnogs-observations-005570001-005580000/satnogs-observations-005579001-005580000.zip/satnogs_5579574_2022-03-06T09-31-12.ogg', 'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/3/6/9/5579574/waterfall_5579574_2022-03-06T09-31-12.png', 'waterfall_hash_name': '/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/808dd6abbccf89f1741b492bef0b689e9b6cccf7bbf756b1b92e3890e1af33c1', 'waterfall_shape': [1542, 623]}",With Signal,"{'tle1': '1 44352U 19036P   22064.86800680  .00099594 -42316-5  87691-3 0  9999', 'tle2': '2 44352  28.5269 130.2575 0214543 318.3795  40.0654 15.43072802149117', 'timeframe-start': '2022-03-06T09:31:12+00:00', 'timeframe-end': '2022-03-06T09:39:48+00:00', 'groundstation-lat': '30.05973', 'groundstation-lon': '-99.15139', 'groundstation-alt': '500'}",[],/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/808dd6abbccf89f1741b492bef0b689e9b6cccf7bbf756b1b92e3890e1af33c1,1
5772442,44352  - ARMADILLO,Jacob D.C. Sihasale,Bad,-100,"GFSK
            19200","437,522,700Hz",,,"{'audio': 'https://archive.org/download/satnogs-observations-005770001-005780000/satnogs-observations-005772001-005773000.zip/satnogs_5772442_2022-04-11T17-04-47.ogg', 'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/11/17/5772442/waterfall_5772442_2022-04-11T17-04-47.png', 'waterfall_hash_name': '/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/e515eff3e992348d551039f44495150ae8d836eb8f88366a09e97496f7e79ae2', 'waterfall_shape': [1542, 623]}",Without Signal,"{'tle1': '1 44352U 19036P   22101.45761259  .00116528 -30866-5  88568-3 0  9992', 'tle2': '2 44352  28.5238 234.0590 0192588  15.5243 345.1165 15.50073764154782', 'timeframe-start': '2022-04-11T17:04:47+00:00', 'timeframe-end': '2022-04-11T17:11:18+00:00', 'groundstation-lat': '-3.708', 'groundstation-lon': '128.193', 'groundstation-alt': '10'}",[],/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/e515eff3e992348d551039f44495150ae8d836eb8f88366a09e97496f7e79ae2,0
6095926,44352  - ARMADILLO,Abraham Diaz de Leon Camou,Good,100,"GFSK
            19200","437,522,700Hz",,,"{'audio': 'https://archive.org/download/satnogs-observations-006090001-006100000/satnogs-observations-006095001-006096000.zip/satnogs_6095926_2022-06-18T05-18-43.ogg', 'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/6/18/5/6095926/waterfall_6095926_2022-06-18T05-18-43.png', 'waterfall_hash_name': '/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/47de92a4b181f3caba6afe82f056f177b0aa59f9236434aed95764a96930b05f', 'waterfall_shape': [1542, 623]}",With Signal,"{'tle1': '1 44352U 19036P   22166.97749002  .00214559  64962-5  98713-3 0  9991', 'tle2': '2 44352  28.5205 126.2172 0127647  55.6416 305.6194 15.70919719165028', 'timeframe-start': '2022-06-18T05:18:43+00:00', 'timeframe-end': '2022-06-18T05:28:18+00:00', 'groundstation-lat': '17.97', 'groundstation-lon': '-92.96', 'groundstation-alt': '20'}","[{'original_name': 'data_obs/2022/6/18/5/6095926/data_6095926_2022-06-18T05-23-17', 'location': '/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/demods/144ae23b237d81cb8fd09bee654c8ee438d5ed127b0b183cd3ee2916b32495fe.bin'}, {'original_name': 'data_obs/2022/6/18/5/6095926/data_6095926_2022-06-18T05-23-32', 'location': '/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/demods/ad735fadeb2f8a33e9e909521246a45105962545217bfdb148f67578e68248bd.bin'}, {'original_name': 'data_obs/2022/6/18/5/6095926/data_6095926_2022-06-18T05-24-02', 'location': '/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/demods/a48551cbf65da716d43b16850c2ac8606295b47849dec221126b597b445910b5.bin'}]",/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/47de92a4b181f3caba6afe82f056f177b0aa59f9236434aed95764a96930b05f,1
4789461,44352  - ARMADILLO,K3TZ,Bad,-100,"GFSK
            19200","437,522,700Hz",,,"{'audio': 'https://archive.org/download/satnogs-observations-004780001-004790000/satnogs-observations-004789001-004790000.zip/satnogs_4789461_2021-09-28T20-34-10.ogg', 'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2021/9/28/20/4789461/waterfall_4789461_2021-09-28T20-34-10.png', 'waterfall_hash_name': '/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/626252c807dd65522c5c00becab797061c81038660047230aa900c8cf9c99151', 'waterfall_shape': [1542, 623]}",Without Signal,"{'tle1': '1 44352U 19036P   21271.31741500  .00039212  00000-0  46328-3 0  9994', 'tle2': '2 44352  28.5274 137.9173 0281185 349.4429  10.0355 15.24654710124768', 'timeframe-start': '2021-09-28T20:34:10+00:00', 'timeframe-end': '2021-09-28T20:39:47+00:00', 'groundstation-lat': '27.943', 'groundstation-lon': '-80.668', 'groundstation-alt': '7'}",[],/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/626252c807dd65522c5c00becab797061c81038660047230aa900c8cf9c99151,0
5543066,44352  - ARMADILLO,David Andrews,Good,100,"GFSK
            19200","437,522,700Hz",,,"{'audio': 'https://archive.org/download/satnogs-observations-005540001-005550000/satnogs-observations-005543001-005544000.zip/satnogs_5543066_2022-02-27T14-41-52.ogg', 'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/2/27/14/5543066/waterfall_5543066_2022-02-27T14-41-52.png', 'waterfall_hash_name': '/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/7a0c1634ac04fca37ee1e88af594fc07722e833307e68c81a5256a150c1dadbb', 'waterfall_shape': [1542, 623]}",With Signal,"{'tle1': '1 44352U 19036P   22057.62173088  .00077862 -51417-5  69601-3 0  9997', 'tle2': '2 44352  28.5268 180.6951 0218398 236.0654 121.9004 15.41936903147996', 'timeframe-start': '2022-02-27T14:41:52+00:00', 'timeframe-end': '2022-02-27T14:45:35+00:00', 'groundstation-lat': '35.694', 'groundstation-lon': '-84.27', 'groundstation-alt': '350'}",[],/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/7a0c1634ac04fca37ee1e88af594fc07722e833307e68c81a5256a150c1dadbb,1
6362367,44352  - ARMADILLO,Jose Damico,Bad,-100,"GFSK
            19200","437,522,700Hz",,,"{'audio': 'https://archive.org/download/satnogs-observations-006360001-006370000/satnogs-observations-006362001-006363000.zip/satnogs_6362367_2022-08-20T20-22-34.ogg', 'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/8/20/20/6362367/waterfall_6362367_2022-08-20T20-22-34.png', 'waterfall_hash_name': '/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/330a468d22dc1f64cd8c57a1ca25894a62d97f4aea59bd60156f8a55e7e52eb2', 'waterfall_shape': [1542, 623]}",Without Signal,"{'tle1': '1 44352U 19036P   22230.70937919  .01332800  11170-2  11278-2 0  9991', 'tle2': '2 44352  28.5147  14.1282 0043024  93.4965 267.0575 16.10452215175141', 'timeframe-start': '2022-08-20T20:22:34+00:00', 'timeframe-end': '2022-08-20T20:30:56+00:00', 'groundstation-lat': '-23.543064', 'groundstation-lon': '-46.760456', 'groundstation-alt': '762'}",[],/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/330a468d22dc1f64cd8c57a1ca25894a62d97f4aea59bd60156f8a55e7e52eb2,0
5378546,44352  - ARMADILLO,Lalo/Edziu XE1SPE,Bad,-100,"GFSK
            19200","437,522,700Hz",,,"{'audio': 'https://archive.org/download/satnogs-observations-005370001-005380000/satnogs-observations-005378001-005379000.zip/satnogs_5378546_2022-01-29T02-21-44.ogg', 'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/1/29/2/5378546/waterfall_5378546_2022-01-29T02-21-44.png', 'waterfall_hash_name': '/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/e75483476a5825238a2b024373495fa95a9af5a348a2c4b041df905c4988943d', 'waterfall_shape': [1542, 623]}",Without Signal,"{'tle1': '1 44352U 19036P   22028.31158132  .00068188 -54772-5  66969-3 0  9996', 'tle2': '2 44352  28.5298  23.6585 0239626 265.9613  91.3564 15.36013776143479', 'timeframe-start': '2022-01-29T02:21:44+00:00', 'timeframe-end': '2022-01-29T02:27:29+00:00', 'groundstation-lat': '19.31', 'groundstation-lon': '-99.149', 'groundstation-alt': '2260'}",[],/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/e75483476a5825238a2b024373495fa95a9af5a348a2c4b041df905c4988943d,0
5904330,44352  - ARMADILLO,argusnavis,Good,100,"GFSK
            19200","437,522,700Hz",,,"{'audio': 'https://archive.org/download/satnogs-observations-005900001-005910000/satnogs-observations-005904001-005905000.zip/satnogs_5904330_2022-05-07T22-36-06.ogg', 'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/5/7/22/5904330/waterfall_5904330_2022-05-07T22-36-06.png', 'waterfall_hash_name': '/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/4299bf4277f091bef7e10ce6af9899469f934d05dd99175a5d83ea895ee40d14', 'waterfall_shape': [1542, 623]}",With Signal,"{'tle1': '1 44352U 19036P   22127.48036744  .00196825  30284-5  13058-2 0  9999', 'tle2': '2 44352  28.5253  50.0395 0172450 313.9886  44.6614 15.56434421158839', 'timeframe-start': '2022-05-07T22:36:06+00:00', 'timeframe-end': '2022-05-07T22:39:25+00:00', 'groundstation-lat': '28.054872', 'groundstation-lon': '-82.480784', 'groundstation-alt': '16'}","[{'original_name': 'data_obs/2022/5/7/22/5904330/data_5904330_2022-05-07T22-37-44', 'location': '/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/demods/0625b954aebef788a057abf019b61a9aea4a780aa50ed220de5f352d8b2d49a2.bin'}]",/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/4299bf4277f091bef7e10ce6af9899469f934d05dd99175a5d83ea895ee40d14,1
5219544,44352  - ARMADILLO,mlyle,Bad,-100,"GFSK
            19200","437,522,700Hz",,,"{'audio': 'https://archive.org/download/satnogs-observations-005210001-005220000/satnogs-observations-005219001-005220000.zip/satnogs_5219544_2021-12-30T23-21-04.ogg', 'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2021/12/30/23/5219544/waterfall_5219544_2021-12-30T23-21-04.png', 'waterfall_hash_name': '/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/6a86e4a1d0887331b4f0341de7687fa279473651c2b13d81569770161107640b', 'waterfall_shape': [1542, 623]}",Without Signal,"{'tle1': '1 44352U 19036P   21363.97973010  .00042869 -60017-5  43104-3 0  9992', 'tle2': '2 44352  28.5281 225.4079 0249466 298.1790  59.3820 15.33322452138966', 'timeframe-start': '2021-12-30T23:21:04+00:00', 'timeframe-end': '2021-12-30T23:28:30+00:00', 'groundstation-lat': '37.103', 'groundstation-lon': '-121.634', 'groundstation-alt': '110'}",[],/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/6a86e4a1d0887331b4f0341de7687fa279473651c2b13d81569770161107640b,0
5859650,44352  - ARMADILLO,argusnavis,Good,100,"GFSK
            19200","437,522,700Hz",,,"{'audio': 'https://archive.org/download/satnogs-observations-005850001-005860000/satnogs-observations-005859001-005860000.zip/satnogs_5859650_2022-04-29T02-02-52.ogg', 'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/29/2/5859650/waterfall_5859650_2022-04-29T02-02-52.png', 'waterfall_hash_name': '/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/3d0e120ca06173f50be2304c63af5d8e7ad5730040d763498f6203087109ff0b', 'waterfall_shape': [1542, 623]}",With Signal,"{'tle1': '1 44352U 19036P   22118.30477486  .00162014 -16215-6  11356-2 0  9994', 'tle2': '2 44352  28.5237 115.1305 0179838 208.3792 150.6915 15.54018848157408', 'timeframe-start': '2022-04-29T02:02:52+00:00', 'timeframe-end': '2022-04-29T02:06:07+00:00', 'groundstation-lat': '28.054872', 'groundstation-lon': '-82.480784', 'groundstation-alt': '16'}",[],/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/3d0e120ca06173f50be2304c63af5d8e7ad5730040d763498f6203087109ff0b,1
5691107,44352  - ARMADILLO,David Andrews,Good,100,"GFSK
            19200","437,522,700Hz",,,"{'audio': 'https://archive.org/download/satnogs-observations-005690001-005700000/satnogs-observations-005691001-005692000.zip/satnogs_5691107_2022-03-28T19-21-03.ogg', 'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/3/28/19/5691107/waterfall_5691107_2022-03-28T19-21-03.png', 'waterfall_hash_name': '/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/4577ddf5ebe0f326a82214d923a27d1ad85212a181b658abcb6673b5df7dd022', 'waterfall_shape': [1542, 623]}",With Signal,"{'tle1': '1 44352U 19036P   22087.02115089  .00096661 -43113-5  78489-3 0  9997', 'tle2': '2 44352  28.5270 335.4463 0201764 210.4802 148.3935 15.47014024152547', 'timeframe-start': '2022-03-28T19:21:03+00:00', 'timeframe-end': '2022-03-28T19:25:19+00:00', 'groundstation-lat': '35.694', 'groundstation-lon': '-84.27', 'groundstation-alt': '350'}",[],/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/4577ddf5ebe0f326a82214d923a27d1ad85212a181b658abcb6673b5df7dd022,1
5811149,44352  - ARMADILLO,vk2pet,Bad,-100,"GFSK
            19200","437,522,700Hz",,,"{'audio': 'https://archive.org/download/satnogs-observations-005810001-005820000/satnogs-observations-005811001-005812000.zip/satnogs_5811149_2022-04-19T05-15-14.ogg', 'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/19/5/5811149/waterfall_5811149_2022-04-19T05-15-14.png', 'waterfall_hash_name': '/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/d9d383be3939c904fcade0fb079954c97b53797585bcb477ecb243aa9afe0ded', 'waterfall_shape': [1542, 623]}",Without Signal,"{'tle1': '1 44352U 19036P   22108.85793596  .00105371 -34779-5  77006-3 0  9998', 'tle2': '2 44352  28.5217 181.9031 0187948 100.0519 262.1345 15.51655028155935', 'timeframe-start': '2022-04-19T05:15:14+00:00', 'timeframe-end': '2022-04-19T05:19:44+00:00', 'groundstation-lat': '-33.1657', 'groundstation-lon': '117.2543', 'groundstation-alt': '274'}",[],/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/d9d383be3939c904fcade0fb079954c97b53797585bcb477ecb243aa9afe0ded,0
6047129,44352  - ARMADILLO,Abraham Diaz de Leon Camou,Good,100,"GFSK
            19200","437,522,700Hz",,,"{'audio': 'https://archive.org/download/satnogs-observations-006040001-006050000/satnogs-observations-006047001-006048000.zip/satnogs_6047129_2022-06-07T04-58-09.ogg', 'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/6/7/4/6047129/waterfall_6047129_2022-06-07T04-58-09.png', 'waterfall_hash_name': '/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/6882c492edb1f2c54cfea4e881795328cef7d444bed305afeeaaf38340ddeefd', 'waterfall_shape': [1542, 623]}",With Signal,"{'tle1': '1 44352U 19036P   22157.24689338  .00125322 -25546-5  62904-3 0  9994', 'tle2': '2 44352  28.5220 196.6800 0136878 300.6834  58.0347 15.67653479163499', 'timeframe-start': '2022-06-07T04:58:09+00:00', 'timeframe-end': '2022-06-07T05:08:39+00:00', 'groundstation-lat': '17.97', 'groundstation-lon': '-92.96', 'groundstation-alt': '20'}",[],/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/6882c492edb1f2c54cfea4e881795328cef7d444bed305afeeaaf38340ddeefd,1
5500962,44352  - ARMADILLO,VK4JBE,Bad,-100,"GFSK
            19200","437,522,700Hz",,,"{'audio': 'https://archive.org/download/satnogs-observations-005500001-005510000/satnogs-observations-005500001-005501000.zip/satnogs_5500962_2022-02-19T16-25-20.ogg', 'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/2/19/16/5500962/waterfall_5500962_2022-02-19T16-25-20.png', 'waterfall_hash_name': '/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/1e3bf222b8b05b7569bd049e74bb8e54df1ee553de598bd0f0ceef354d0ac8ca', 'waterfall_shape': [1542, 623]}",Without Signal,"{'tle1': '1 44352U 19036P   22049.78757439  .00098332 -39242-5  90448-3 0  9993', 'tle2': '2 44352  28.5251 235.1274 0223731 147.3409 214.1243 15.40520640146783', 'timeframe-start': '2022-02-19T16:25:20+00:00', 'timeframe-end': '2022-02-19T16:29:30+00:00', 'groundstation-lat': '-27.492', 'groundstation-lon': '153.069', 'groundstation-alt': '29'}",[],/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/1e3bf222b8b05b7569bd049e74bb8e54df1ee553de598bd0f0ceef354d0ac8ca,0
4159817,44352  - ARMADILLO,Lalo/Edziu XE1SPE,Bad,-100,"GFSK
            19200","437,522,700Hz",,,"{'audio': 'https://archive.org/download/satnogs-observations-004150001-004160000/satnogs-observations-004159001-004160000.zip/satnogs_4159817_2021-05-25T16-04-34.ogg', 'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2021/5/25/16/4159817/waterfall_4159817_2021-05-25T16-04-34.png', 'waterfall_hash_name': '/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/ba8c0416c905767b97e24495864520e9440e1a05ca1d0f974a22c89e2cd34e53', 'waterfall_shape': [1542, 623]}",Without Signal,"{'tle1': '1 44352U 19036P   21144.46966239  .00015677  00000-0  19772-3 0  9999', 'tle2': '2 44352  28.5276 273.8330 0303823  37.7011 324.4471 15.18637101105424', 'timeframe-start': '2021-05-25T16:04:34+00:00', 'timeframe-end': '2021-05-25T16:15:42+00:00', 'groundstation-lat': '19.31', 'groundstation-lon': '-99.149', 'groundstation-alt': '2260'}",[],/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/ba8c0416c905767b97e24495864520e9440e1a05ca1d0f974a22c89e2cd34e53,0
5600303,44352  - ARMADILLO,Mahendra Kannavar,Bad,-100,"GFSK
            19200","437,522,700Hz",,,"{'audio': 'https://archive.org/download/satnogs-observations-005600001-005610000/satnogs-observations-005600001-005601000.zip/satnogs_5600303_2022-03-10T23-57-24.ogg', 'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/3/10/23/5600303/waterfall_5600303_2022-03-10T23-57-24.png', 'waterfall_hash_name': '/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/e29ea458b05f66a93e39781f8cd24b89109a404e3439b50f67d7bcd0ee110f5c', 'waterfall_shape': [1542, 623]}",Without Signal,"{'tle1': '1 44352U 19036P   22069.39427398  .00096358 -41193-5  83254-3 0  9991', 'tle2': '2 44352  28.5256  98.7041 0212066   9.8259 350.6403 15.43912259149812', 'timeframe-start': '2022-03-10T23:57:24+00:00', 'timeframe-end': '2022-03-11T00:08:00+00:00', 'groundstation-lat': '15.386', 'groundstation-lon': '74.041', 'groundstation-alt': '48'}",[],/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/e29ea458b05f66a93e39781f8cd24b89109a404e3439b50f67d7bcd0ee110f5c,0
6375926,44352  - ARMADILLO,Orbital Space Dubai,Bad,-100,"GFSK
            19200","437,522,700Hz",,,"{'audio': 'https://archive.org/download/satnogs-observations-006370001-006380000/satnogs-observations-006375001-006376000.zip/satnogs_6375926_2022-08-24T00-18-18.ogg', 'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/8/24/0/6375926/waterfall_6375926_2022-08-24T00-18-18.png', 'waterfall_hash_name': '/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/f051afc4f1392270a854d35e2d3ce947838126a0af3b4c95118138b4ba277d1d', 'waterfall_shape': [1542, 623]}",Without Signal,"{'tle1': '1 44352U 19036P   22234.47352351  .03168495 -75096-5  89786-3 0  9990', 'tle2': '2 44352  28.5117 344.9003 0019301 133.4731 226.7498 16.25866192175752', 'timeframe-start': '2022-08-24T00:18:18+00:00', 'timeframe-end': '2022-08-24T00:21:43+00:00', 'groundstation-lat': '25.12', 'groundstation-lon': '55.377', 'groundstation-alt': '20'}",[],/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/f051afc4f1392270a854d35e2d3ce947838126a0af3b4c95118138b4ba277d1d,0
5675817,44352  - ARMADILLO,Abraham Diaz de Leon Camou,Good,100,"GFSK
            19200","437,522,700Hz",,,"{'audio': 'https://archive.org/download/satnogs-observations-005670001-005680000/satnogs-observations-005675001-005676000.zip/satnogs_5675817_2022-03-25T19-56-55.ogg', 'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/3/25/19/5675817/waterfall_5675817_2022-03-25T19-56-55.png', 'waterfall_hash_name': '/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/b7f584280f1302c09a2ddeaec08dfa69422e05b2b7f8e5e3815788d3de067dbd', 'waterfall_shape': [1542, 623]}",With Signal,"{'tle1': '1 44352U 19036P   22084.44065524  .00080484 -48222-5  65615-3 0  9997', 'tle2': '2 44352  28.5267 353.5232 0203180 180.9964 179.0247 15.46603271152142', 'timeframe-start': '2022-03-25T19:56:55+00:00', 'timeframe-end': '2022-03-25T20:09:55+00:00', 'groundstation-lat': '17.97', 'groundstation-lon': '-92.96', 'groundstation-alt': '20'}",[],/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/b7f584280f1302c09a2ddeaec08dfa69422e05b2b7f8e5e3815788d3de067dbd,1
5709723,44352  - ARMADILLO,Parque Científico de Innovación Social,Good,100,"GFSK
            19200","437,522,700Hz",,,"{'audio': 'https://archive.org/download/satnogs-observations-005700001-005710000/satnogs-observations-005709001-005710000.zip/satnogs_5709723_2022-03-31T13-37-16.ogg', 'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/3/31/13/5709723/waterfall_5709723_2022-03-31T13-37-16.png', 'waterfall_hash_name': '/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/583327b8748dbddba536e8e324c9cf912b853c16dd63b7084f1ab821ac54ad35', 'waterfall_shape': [1542, 623]}",With Signal,"{'tle1': '1 44352U 19036P   22089.34298793  .00087118 -48056-5  69946-3 0  9994', 'tle2': '2 44352  28.5268 319.1710 0200263 237.0102 121.1105 15.47456853152907', 'timeframe-start': '2022-03-31T13:37:16+00:00', 'timeframe-end': '2022-03-31T13:44:57+00:00', 'groundstation-lat': '4.711', 'groundstation-lon': '-74.097', 'groundstation-alt': '2600'}",[],/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/583327b8748dbddba536e8e324c9cf912b853c16dd63b7084f1ab821ac54ad35,1
5363784,44352  - ARMADILLO,Orbital Space Dubai,Bad,-100,"GFSK
            19200","437,522,700Hz",,,"{'audio': 'https://archive.org/download/satnogs-observations-005360001-005370000/satnogs-observations-005363001-005364000.zip/satnogs_5363784_2022-01-27T17-39-07.ogg', 'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/1/27/17/5363784/waterfall_5363784_2022-01-27T17-39-07.png', 'waterfall_hash_name': '/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/8e90bda85a108f3b7ed0868cbe3210611330b3998adb902eb743bcbccd9ed15e', 'waterfall_shape': [1542, 623]}",Without Signal,"{'tle1': '1 44352U 19036P   22026.68721039  .00063893 -55718-5  62888-3 0  9991', 'tle2': '2 44352  28.5297  34.8541 0240260 247.7392 109.7563 15.35809126143229', 'timeframe-start': '2022-01-27T17:39:07+00:00', 'timeframe-end': '2022-01-27T17:48:23+00:00', 'groundstation-lat': '25.12', 'groundstation-lon': '55.377', 'groundstation-alt': '20'}",[],/home/maple/CodeProjects/satnogs-cnn/satnogs-data/observations/waterfalls/8e90bda85a108f3b7ed0868cbe3210611330b3998adb902eb743bcbccd9ed15e,0
